age,annual_income,credit_score,employment_years,loan_amount,dti_ratio,num_credit_lines,previous_default,loan_purpose,home_ownership,approved
49,25244,764,13,38386,0.76,5,0,business,rent,1
53,63944,686,16,17956,0.76,10,0,home_improvement,rent,1
50,32565,538,21,18027,0.06,11,0,education,own,1
59,23076,655,15,48676,0.32,3,0,business,mortgage,1
47,41515,717,20,21455,0.71,12,0,business,own,0
56,89797,653,11,40781,0.11,2,0,debt_consolidation,rent,1
49,83750,657,27,43252,0.2,11,0,business,rent,1
58,66075,582,23,45555,0.78,6,0,other,mortgage,0
53,21682,725,29,46602,0.69,10,0,medical,own,0
57,55092,628,1,6605,0.73,1,0,home_improvement,mortgage,1
47,67542,507,7,11677,0.16,8,0,home_improvement,mortgage,1
53,64388,650,11,17938,0.21,5,0,business,mortgage,1
24,20000,758,20,47819,0.5,5,0,debt_consolidation,rent,1
42,37742,649,15,44534,0.43,14,0,other,mortgage,0
22,58398,819,7,44184,0.27,2,1,other,rent,0
30,73407,714,27,16009,0.71,7,0,business,own,1
25,20000,707,15,31246,0.73,5,1,education,own,0
30,55946,669,9,29185,0.27,8,0,other,own,1
53,63576,674,19,30295,0.17,5,0,other,rent,1
58,81240,658,14,26519,0.16,9,0,other,own,1
33,77321,655,3,21952,0.41,5,0,home_improvement,rent,1
51,74564,722,25,47642,0.15,13,0,other,rent,1
56,40001,605,30,10185,0.41,3,0,education,mortgage,1
65,20000,593,14,20843,0.4,13,0,medical,mortgage,0
44,50173,590,3,18505,0.71,2,1,home_improvement,mortgage,0
35,85040,843,29,29022,0.27,5,0,home_improvement,own,1
49,94836,722,10,17439,0.47,10,0,medical,rent,1
28,77763,704,30,15660,0.61,13,0,education,rent,1
25,70733,595,5,9849,0.5,10,0,business,rent,1
49,69490,729,3,30628,0.77,5,0,debt_consolidation,mortgage,1
24,46097,670,8,25835,0.5,6,0,education,rent,1
32,56748,697,8,5736,0.73,2,0,medical,mortgage,1
65,101726,601,2,36377,0.23,5,1,other,mortgage,0
22,36436,692,22,48443,0.47,1,0,other,mortgage,1
47,100369,646,27,4909,0.46,3,0,medical,mortgage,1
51,51949,618,4,15867,0.79,3,0,other,rent,1
56,93135,738,14,1794,0.2,3,0,medical,own,1
56,24829,556,27,18945,0.16,3,0,home_improvement,mortgage,1
46,74647,725,8,16369,0.51,8,0,business,own,1
63,41580,734,1,44601,0.22,1,0,home_improvement,rent,1
47,24618,609,2,24807,0.53,6,0,home_improvement,rent,0
25,65463,614,25,11856,0.78,6,0,home_improvement,mortgage,1
40,85236,662,20,7795,0.76,1,0,medical,rent,1
31,38876,702,11,30385,0.22,13,0,education,mortgage,0
30,22524,667,15,32063,0.18,1,1,debt_consolidation,rent,0
60,57703,714,4,39260,0.47,3,0,debt_consolidation,mortgage,0
58,57814,821,9,49562,0.49,8,0,business,mortgage,1
26,73707,639,27,11149,0.55,6,0,business,own,1
28,83739,542,14,27669,0.61,4,0,medical,own,1
43,58514,746,13,27328,0.5,5,0,debt_consolidation,mortgage,1
46,106387,814,13,38767,0.13,10,0,education,mortgage,1
63,65605,711,22,38965,0.64,14,0,medical,mortgage,0
32,51339,592,12,4562,0.11,3,1,business,rent,0
46,20000,670,15,34623,0.06,14,0,medical,rent,0
33,53433,590,29,43255,0.63,11,1,business,rent,0
60,51590,731,7,37389,0.46,11,1,debt_consolidation,rent,0
38,84007,571,7,5206,0.57,6,0,medical,mortgage,1
45,71562,655,29,34806,0.34,6,0,home_improvement,own,1
53,30515,599,16,38364,0.06,6,0,other,mortgage,1
60,64306,690,29,21897,0.3,9,0,business,rent,1
63,76788,650,16,15151,0.51,14,0,home_improvement,rent,1
32,98200,694,2,5370,0.22,10,0,business,mortgage,1
64,82187,681,0,25045,0.57,13,0,home_improvement,mortgage,0
56,79021,601,16,22700,0.65,11,0,debt_consolidation,mortgage,0
24,61502,730,25,37215,0.39,8,1,debt_consolidation,mortgage,0
25,69707,676,23,23234,0.71,6,1,education,mortgage,0
57,91237,600,15,49671,0.69,2,0,education,mortgage,0
28,26680,850,16,16326,0.71,4,1,education,mortgage,0
62,51264,718,24,47824,0.55,6,0,medical,mortgage,1
48,40685,667,1,38997,0.28,9,0,business,rent,0
51,69478,793,24,3241,0.41,11,0,medical,mortgage,1
29,90755,827,13,31639,0.58,2,0,education,own,1
49,45075,668,6,41586,0.21,6,0,business,rent,1
34,20000,707,24,40766,0.6,10,0,medical,rent,0
60,49694,600,18,22278,0.46,11,0,debt_consolidation,mortgage,0
61,82836,668,0,43923,0.12,10,0,business,own,0
42,73440,664,16,7444,0.47,10,1,education,mortgage,0
31,70704,694,26,4015,0.1,7,1,debt_consolidation,rent,1
43,53000,706,30,15903,0.06,14,0,business,own,1
21,28024,724,9,40583,0.72,14,0,medical,rent,0
57,72882,699,5,29143,0.42,8,0,other,own,1
41,39142,583,6,5864,0.46,13,0,other,mortgage,0
46,114602,604,24,10676,0.26,9,0,education,mortgage,1
56,74262,636,5,5234,0.46,5,0,medical,rent,1
43,45483,657,4,22340,0.18,9,1,debt_consolidation,rent,0
21,44715,764,29,47915,0.61,9,0,debt_consolidation,rent,1
60,57676,586,1,19723,0.67,13,0,debt_consolidation,mortgage,0
35,54012,651,17,9526,0.69,11,0,business,rent,1
41,87920,756,23,7842,0.13,7,0,education,rent,1
29,64660,656,30,35626,0.47,2,0,other,own,1
29,41709,716,16,2207,0.66,8,0,debt_consolidation,mortgage,1
30,107261,668,23,18308,0.15,12,0,medical,rent,1
46,61232,700,26,6429,0.12,5,0,education,rent,1
61,79220,661,25,8591,0.66,13,0,other,mortgage,1
55,44794,733,26,46712,0.65,11,0,medical,mortgage,0
45,69077,556,22,39660,0.39,8,0,medical,mortgage,1
46,67777,650,6,12777,0.13,2,0,debt_consolidation,rent,1
31,20000,703,20,39713,0.44,14,1,education,own,0
58,110381,722,18,41459,0.35,7,0,home_improvement,mortgage,1
22,92266,799,6,13548,0.44,5,0,business,own,1
27,50070,648,22,47441,0.38,4,0,home_improvement,rent,1
38,32443,798,6,37795,0.48,10,0,business,rent,0
47,68689,627,15,46224,0.6,13,0,education,mortgage,0
54,62167,786,11,38063,0.63,6,0,other,mortgage,1
47,68891,745,14,33055,0.54,5,0,debt_consolidation,mortgage,1
37,64789,606,14,13869,0.2,6,0,education,rent,1
63,72656,704,10,24863,0.35,9,0,home_improvement,own,1
64,96182,675,1,5661,0.1,1,0,medical,rent,1
44,74202,730,2,48498,0.39,13,0,business,rent,0
45,33758,662,18,45802,0.78,11,0,business,mortgage,0
27,94064,655,19,19782,0.53,1,0,home_improvement,rent,1
26,101015,789,27,45910,0.17,13,0,debt_consolidation,rent,1
44,138801,672,24,2898,0.25,6,0,education,mortgage,1
53,31912,746,25,13919,0.1,2,0,home_improvement,rent,1
49,66072,661,14,41068,0.19,8,0,education,mortgage,1
63,20000,813,15,3427,0.42,7,0,debt_consolidation,mortgage,1
42,73828,625,0,35393,0.31,6,0,medical,mortgage,0
46,46294,630,14,11767,0.2,4,0,education,mortgage,1
48,108086,801,30,19420,0.16,9,0,debt_consolidation,mortgage,1
41,40634,644,11,37123,0.54,7,0,home_improvement,rent,1
27,20000,808,6,47821,0.47,7,0,other,own,1
37,48218,751,6,5902,0.68,5,1,medical,mortgage,0
40,20000,667,10,27850,0.19,1,1,medical,rent,0
61,78777,534,19,49554,0.69,14,0,medical,mortgage,0
40,20000,678,28,44034,0.48,14,0,business,rent,0
42,60711,688,10,22620,0.25,2,0,other,rent,1
48,20000,773,16,9280,0.26,8,0,debt_consolidation,rent,1
60,51992,807,2,15954,0.34,11,0,education,rent,1
27,101084,625,15,45764,0.4,5,0,home_improvement,mortgage,1
21,69016,744,4,47814,0.11,2,0,medical,mortgage,1
52,38412,741,27,47973,0.68,12,0,medical,own,0
33,59219,765,1,38729,0.14,5,0,medical,mortgage,1
50,60450,719,22,33800,0.41,8,0,debt_consolidation,own,1
43,71815,524,29,38466,0.34,4,0,home_improvement,mortgage,1
39,25828,667,25,9887,0.43,3,0,debt_consolidation,mortgage,1
52,74814,587,25,32607,0.72,5,1,home_improvement,rent,0
50,20000,663,6,33141,0.79,13,0,education,own,0
49,44252,758,27,42484,0.07,7,0,business,mortgage,1
65,47793,704,9,14335,0.34,2,0,home_improvement,mortgage,1
49,75833,771,4,7177,0.66,1,1,other,mortgage,1
50,60565,707,14,42206,0.29,13,0,debt_consolidation,mortgage,0
36,24860,576,11,4926,0.54,11,0,debt_consolidation,mortgage,1
60,35375,478,9,49146,0.79,5,1,debt_consolidation,own,0
39,64967,691,30,44056,0.54,13,0,business,mortgage,0
38,58023,662,21,11154,0.13,13,0,home_improvement,rent,1
21,45521,601,16,3959,0.68,7,0,home_improvement,rent,1
34,47979,543,19,19611,0.77,13,0,home_improvement,mortgage,0
22,77404,621,19,35161,0.58,8,0,home_improvement,rent,1
48,47057,664,10,19407,0.36,11,0,medical,rent,0
50,57797,733,7,14025,0.76,8,0,medical,mortgage,1
58,114248,695,14,7064,0.78,10,1,other,own,0
24,24407,808,1,7639,0.75,9,0,debt_consolidation,mortgage,1
21,20000,597,16,3478,0.36,11,0,medical,mortgage,1
28,79589,750,22,8929,0.64,11,0,home_improvement,own,1
49,43033,683,5,33326,0.54,12,0,home_improvement,own,0
59,52044,735,20,23837,0.18,1,0,medical,mortgage,1
23,40471,645,27,42941,0.45,7,0,education,own,1
52,53504,765,12,30974,0.61,10,0,other,rent,0
30,99963,703,28,45183,0.72,8,1,debt_consolidation,mortgage,0
30,80053,625,28,9418,0.7,6,0,business,mortgage,1
39,81555,679,7,18650,0.17,10,0,other,rent,1
54,24594,660,10,35825,0.42,14,0,debt_consolidation,mortgage,0
53,31221,719,14,47471,0.41,12,0,debt_consolidation,mortgage,0
43,20000,585,12,15383,0.72,4,0,debt_consolidation,rent,0
48,39765,677,17,47703,0.05,7,0,other,mortgage,1
52,83917,711,17,44211,0.6,3,0,other,rent,1
27,72923,682,24,32708,0.51,2,0,medical,rent,1
49,54462,787,16,36709,0.74,6,0,debt_consolidation,mortgage,1
28,59442,741,21,33924,0.39,2,0,home_improvement,mortgage,1
21,42777,679,12,24382,0.54,6,0,debt_consolidation,rent,1
23,65118,697,28,27649,0.78,10,0,home_improvement,mortgage,1
44,79146,703,2,32140,0.61,3,0,medical,rent,0
43,20000,712,30,46023,0.1,14,0,medical,rent,0
28,67491,533,28,33563,0.18,2,0,debt_consolidation,rent,1
57,83310,655,20,31373,0.67,13,0,other,rent,0
23,49622,561,23,18144,0.3,8,0,home_improvement,rent,1
53,77517,782,6,9965,0.58,4,0,home_improvement,mortgage,1
48,130366,675,28,23791,0.57,12,0,home_improvement,rent,1
28,57391,664,11,24115,0.8,14,0,home_improvement,rent,0
54,69832,751,3,18341,0.4,4,0,business,mortgage,1
55,41548,713,23,48573,0.6,7,0,medical,rent,1
52,64531,589,26,17637,0.09,8,0,home_improvement,mortgage,1
44,71506,674,26,25269,0.4,12,0,business,own,1
34,64871,653,25,18953,0.19,13,0,business,rent,1
52,34507,540,10,28794,0.68,9,0,medical,mortgage,0
63,65159,624,13,24877,0.68,10,0,education,rent,0
36,96554,665,17,41273,0.23,8,0,debt_consolidation,rent,1
24,71215,670,6,13405,0.29,14,0,medical,rent,1
57,84049,561,4,28812,0.58,4,0,education,own,1
41,54074,772,15,46605,0.6,2,1,other,mortgage,0
34,78747,671,10,42767,0.54,10,0,debt_consolidation,own,0
51,66981,683,21,10973,0.8,5,0,debt_consolidation,own,1
38,36227,712,2,24925,0.7,7,0,debt_consolidation,own,1
27,67963,616,15,45623,0.36,2,0,business,rent,1
30,35207,716,10,24091,0.3,4,0,home_improvement,mortgage,1
27,44177,650,9,20584,0.5,6,0,debt_consolidation,mortgage,0
53,64733,608,22,40325,0.66,8,1,home_improvement,own,0
43,67431,725,22,10071,0.41,10,0,debt_consolidation,rent,1
41,30269,799,1,6088,0.6,13,0,business,own,1
39,86349,737,15,17550,0.06,6,0,other,rent,1
39,74300,753,16,3063,0.74,6,0,debt_consolidation,own,1
56,42381,638,9,28280,0.63,6,0,medical,rent,0
49,21560,552,17,9303,0.35,4,0,education,mortgage,1
38,56377,799,11,12631,0.34,13,0,debt_consolidation,rent,1
22,48851,844,7,2125,0.13,3,0,education,mortgage,1
21,62828,803,26,36409,0.66,1,0,education,rent,1
25,50922,653,25,23485,0.63,2,0,business,mortgage,1
40,20000,587,2,44003,0.52,2,0,other,mortgage,0
31,50291,594,26,13794,0.13,10,0,education,rent,1
62,52359,545,19,19018,0.25,7,0,business,mortgage,1
22,75841,671,23,9862,0.39,11,0,other,rent,1
23,42545,808,2,36879,0.25,14,0,debt_consolidation,mortgage,0
43,101966,668,5,2690,0.38,6,0,home_improvement,mortgage,1
32,20000,704,1,16740,0.22,8,0,business,rent,0
40,92779,790,2,48862,0.31,9,0,education,mortgage,1
25,54392,647,16,49643,0.54,5,0,education,rent,0
57,81489,842,8,24024,0.72,11,0,debt_consolidation,rent,1
58,61995,839,3,21341,0.34,3,0,business,rent,1
50,88488,669,21,10156,0.57,4,0,debt_consolidation,rent,1
29,50315,633,30,38214,0.15,14,0,business,mortgage,1
54,32534,735,22,32053,0.46,11,0,home_improvement,own,1
64,95512,652,1,11158,0.74,8,0,medical,mortgage,1
55,57162,587,23,3808,0.07,3,0,debt_consolidation,rent,1
42,65538,782,27,6402,0.25,2,1,education,mortgage,1
64,90868,777,8,2964,0.15,7,1,debt_consolidation,rent,1
44,34201,692,13,18206,0.45,14,0,business,rent,0
37,74887,578,25,10629,0.56,4,0,debt_consolidation,mortgage,1
30,45252,581,10,33337,0.09,13,1,home_improvement,mortgage,0
50,56695,688,1,35829,0.1,8,0,business,mortgage,1
43,61806,640,20,22559,0.7,1,1,other,own,0
52,22494,652,1,4865,0.39,8,0,education,rent,1
37,40529,761,26,5294,0.4,5,0,education,rent,1
37,93776,738,4,47939,0.76,12,1,business,own,0
34,82154,790,6,13965,0.29,2,0,other,own,1
29,58434,600,21,13228,0.72,1,0,home_improvement,rent,1
60,66078,652,3,49419,0.78,13,0,debt_consolidation,own,0
22,52643,740,13,32377,0.23,6,1,medical,mortgage,0
65,93914,715,1,35927,0.44,14,0,education,mortgage,0
45,54991,802,22,13822,0.45,9,1,home_improvement,rent,1
59,65796,713,11,31070,0.7,9,0,home_improvement,own,0
29,88650,827,9,4187,0.28,9,1,home_improvement,rent,1
42,40565,723,24,8135,0.65,11,0,debt_consolidation,rent,1
63,98969,764,0,14508,0.78,4,0,home_improvement,mortgage,1
24,21738,654,18,34557,0.68,6,0,home_improvement,mortgage,0
46,100741,681,22,35090,0.73,14,0,business,mortgage,0
49,50683,752,15,47155,0.58,12,1,business,rent,0
65,53932,809,14,40441,0.73,10,0,home_improvement,mortgage,0
54,20000,738,13,40884,0.17,6,0,home_improvement,rent,1
43,48630,673,8,27067,0.58,5,0,business,mortgage,0
57,34004,790,28,19043,0.6,2,0,debt_consolidation,rent,1
31,44808,504,20,31572,0.38,7,0,business,rent,0
26,56567,566,22,10507,0.11,13,0,business,rent,1
38,83944,734,14,4062,0.52,1,0,business,rent,1
41,65190,681,25,25700,0.09,6,0,business,own,1
62,67691,728,6,19454,0.34,5,0,medical,mortgage,1
56,32612,685,3,11868,0.35,5,1,education,rent,0
61,37981,725,20,3553,0.8,8,0,debt_consolidation,mortgage,1
58,104968,614,17,30553,0.27,9,0,other,mortgage,1
54,41619,725,7,29511,0.67,7,1,debt_consolidation,mortgage,0
37,101405,759,11,18428,0.09,10,0,home_improvement,rent,1
57,53923,777,14,43747,0.45,13,0,medical,mortgage,0
45,60057,841,14,6957,0.45,8,0,home_improvement,rent,1
58,86759,699,16,45495,0.52,14,0,debt_consolidation,own,0
32,91797,701,1,5578,0.66,2,0,debt_consolidation,mortgage,1
43,57229,558,11,39389,0.62,2,0,other,rent,0
62,50293,637,2,35734,0.62,12,0,other,mortgage,0
42,58601,664,6,11548,0.37,8,0,home_improvement,rent,1
41,68448,764,5,22353,0.6,6,0,education,rent,1
47,82282,631,13,47632,0.42,8,0,home_improvement,rent,0
51,60105,743,22,19634,0.1,14,0,education,mortgage,1
26,75472,679,26,12679,0.72,9,0,education,mortgage,1
47,100958,665,4,48743,0.72,9,0,business,rent,0
60,69532,699,29,25717,0.29,11,0,debt_consolidation,rent,1
54,67791,648,3,47935,0.74,6,0,business,rent,0
32,22027,645,30,26579,0.62,8,1,debt_consolidation,own,0
65,20000,543,14,27730,0.35,2,0,business,mortgage,0
27,69709,660,6,35782,0.3,8,1,education,mortgage,0
30,57629,641,2,5624,0.78,3,0,business,mortgage,1
65,47130,638,12,24103,0.58,14,1,medical,own,0
37,66088,713,9,26544,0.33,1,0,business,rent,1
46,58489,732,22,29534,0.53,7,0,other,rent,1
41,88194,698,1,39636,0.48,1,0,other,own,1
48,62152,759,11,48394,0.44,14,0,business,own,0
22,41326,726,27,34572,0.53,11,0,business,mortgage,1
63,84754,656,23,29560,0.45,1,0,medical,rent,1
21,54571,642,27,34435,0.54,1,0,debt_consolidation,rent,1
56,73163,705,21,34152,0.73,4,0,business,own,1
46,48064,725,11,45084,0.79,13,0,debt_consolidation,mortgage,0
49,43754,791,30,20638,0.58,14,0,other,mortgage,0
41,62104,775,18,37208,0.75,12,0,home_improvement,rent,0
31,60320,636,18,17396,0.69,13,1,education,mortgage,0
60,71995,671,20,41494,0.27,14,0,home_improvement,own,0
31,53283,733,2,44967,0.75,12,1,medical,rent,0
56,20000,765,5,27783,0.1,4,0,medical,rent,1
59,49180,755,1,6403,0.3,14,1,debt_consolidation,own,0
60,79845,674,23,24838,0.53,10,0,debt_consolidation,own,1
55,52565,579,12,39919,0.45,11,0,business,mortgage,0
54,53840,600,26,13359,0.46,6,0,home_improvement,own,1
44,84659,701,27,48995,0.65,12,0,debt_consolidation,rent,0
42,42200,707,26,23614,0.2,10,0,other,rent,1
25,21429,592,8,11057,0.79,12,0,debt_consolidation,mortgage,0
53,55984,683,12,1100,0.38,3,0,other,mortgage,1
56,47895,730,30,29655,0.76,10,0,debt_consolidation,own,1
40,35843,587,22,5978,0.34,6,0,education,rent,1
39,55615,768,13,43272,0.5,13,1,debt_consolidation,rent,0
55,72287,649,18,11988,0.39,7,0,education,rent,1
63,59767,780,10,15531,0.56,11,0,medical,rent,1
37,67674,637,13,40302,0.19,1,0,business,own,1
65,105335,597,15,12631,0.35,14,0,home_improvement,mortgage,0
63,51428,643,9,12693,0.1,14,1,debt_consolidation,rent,0
54,66958,672,19,36935,0.5,6,0,education,mortgage,1
29,47269,648,15,39148,0.77,10,0,debt_consolidation,mortgage,0
46,38841,662,27,14823,0.08,1,0,debt_consolidation,rent,1
22,45377,706,25,25696,0.54,7,0,education,mortgage,1
29,48031,666,1,12629,0.63,10,0,debt_consolidation,rent,0
29,68986,674,24,4856,0.21,5,0,home_improvement,mortgage,1
60,118726,543,15,32051,0.25,10,0,other,rent,1
37,42098,711,13,2075,0.2,14,0,other,rent,1
21,49584,672,20,49523,0.27,4,0,other,own,1
45,58421,808,27,21797,0.13,1,0,other,rent,1
63,69894,604,17,44682,0.33,9,0,medical,rent,1
60,66588,535,25,34469,0.33,7,0,business,rent,1
62,92102,729,5,37116,0.66,2,0,debt_consolidation,own,1
45,20000,707,6,9185,0.65,4,0,education,mortgage,1
59,20000,599,12,28841,0.65,4,0,home_improvement,rent,0
55,47603,557,1,7836,0.48,8,0,debt_consolidation,rent,1
23,87432,802,14,47072,0.29,2,1,medical,own,0
57,20858,793,16,25596,0.36,11,0,medical,rent,1
64,20000,481,12,44406,0.29,5,0,education,mortgage,0
64,74279,643,6,23218,0.49,10,0,debt_consolidation,rent,0
50,66091,813,0,36017,0.75,8,0,other,mortgage,1
58,32744,641,2,11705,0.26,6,0,debt_consolidation,own,1
54,35361,640,19,20606,0.39,4,1,debt_consolidation,rent,0
32,35756,657,17,22375,0.54,5,0,medical,mortgage,1
39,62763,590,6,43142,0.68,2,0,debt_consolidation,own,0
57,44342,543,20,27933,0.24,5,0,other,rent,1
64,72351,764,16,9118,0.26,3,1,debt_consolidation,rent,1
37,20000,532,27,36319,0.71,12,0,debt_consolidation,rent,0
30,38578,699,11,27649,0.11,3,0,debt_consolidation,own,1
32,31848,750,15,46318,0.5,7,0,other,rent,1
36,53591,563,23,3214,0.7,3,0,other,own,1
44,46548,606,9,9534,0.74,4,0,education,mortgage,1
39,79946,777,22,36228,0.06,7,1,medical,mortgage,1
28,20000,722,15,45696,0.33,14,0,business,mortgage,0
51,61137,630,19,4255,0.24,3,0,education,mortgage,1
41,73958,776,17,28841,0.48,10,1,other,mortgage,0
37,106416,776,14,6334,0.52,10,1,debt_consolidation,mortgage,1
43,47955,701,22,13281,0.8,13,0,business,rent,0
57,68111,607,10,40598,0.43,2,0,home_improvement,rent,1
36,20000,646,17,41522,0.46,10,0,business,rent,0
26,20000,702,5,40708,0.36,7,1,education,own,0
28,81119,664,0,31697,0.16,5,0,medical,rent,1
45,59860,755,29,11722,0.28,1,0,education,rent,1
38,89462,557,22,37400,0.24,12,0,medical,own,0
45,25664,560,6,17029,0.65,10,0,medical,mortgage,0
32,72997,694,11,1014,0.46,13,0,other,mortgage,1
35,106720,640,19,45349,0.27,8,0,medical,mortgage,1
46,70492,629,3,47925,0.42,3,0,home_improvement,rent,0
61,66914,538,30,12506,0.21,11,0,business,mortgage,1
65,60213,681,9,9208,0.19,7,0,education,mortgage,1
46,20727,675,20,28157,0.69,6,0,education,mortgage,0
52,93889,732,1,10971,0.76,10,0,medical,mortgage,1
30,44728,685,8,42040,0.11,12,0,other,rent,0
36,72612,669,9,24183,0.62,13,0,home_improvement,rent,0
27,20924,774,19,23963,0.39,14,1,home_improvement,mortgage,0
37,30513,575,10,36847,0.34,6,0,debt_consolidation,rent,0
43,95877,722,24,9127,0.57,13,0,home_improvement,rent,1
46,51317,546,13,42978,0.25,13,0,medical,own,0
41,96331,612,2,48782,0.07,8,0,medical,rent,1
42,58044,582,24,16646,0.21,13,0,business,mortgage,1
27,20000,742,0,26355,0.19,13,0,medical,rent,0
34,82301,674,6,19208,0.08,12,0,business,rent,1
35,45252,678,3,23713,0.29,13,0,home_improvement,mortgage,0
27,77467,591,6,33267,0.41,4,1,debt_consolidation,rent,0
29,60630,656,15,4864,0.6,4,0,other,mortgage,1
28,21422,618,29,11661,0.29,12,0,education,own,0
43,64107,710,9,33559,0.2,3,0,medical,mortgage,1
49,114905,600,14,11322,0.22,1,0,home_improvement,rent,1
38,72324,786,15,7710,0.72,14,0,medical,own,1
51,58562,545,5,32362,0.2,10,0,business,rent,0
50,86883,615,3,33380,0.71,3,0,home_improvement,mortgage,0
59,65266,814,3,42284,0.39,1,0,education,rent,1
55,65238,645,23,15386,0.75,6,0,business,rent,1
38,32709,574,22,14338,0.36,8,0,home_improvement,mortgage,1
62,65846,697,3,16316,0.18,3,0,other,own,1
59,85886,641,26,25463,0.46,14,0,other,mortgage,1
37,39098,613,21,11203,0.49,12,0,education,mortgage,1
34,95612,592,21,5888,0.53,4,0,other,rent,1
51,57707,850,16,29192,0.36,5,0,business,rent,1
44,37805,659,12,12325,0.09,7,0,education,mortgage,1
55,84940,525,1,20088,0.52,12,1,home_improvement,rent,0
64,52830,799,19,10386,0.75,11,1,business,rent,0
65,78987,728,5,49413,0.77,6,0,other,mortgage,0
54,52706,618,21,40028,0.5,2,0,debt_consolidation,rent,1
23,58504,605,0,12267,0.06,7,0,medical,mortgage,1
57,72339,733,7,32809,0.13,8,0,other,own,1
63,67272,660,17,16419,0.68,14,1,debt_consolidation,mortgage,0
60,20000,525,28,26480,0.67,12,0,education,rent,0
46,31968,822,20,46854,0.76,14,0,home_improvement,rent,0
43,83235,645,3,3904,0.47,1,0,medical,mortgage,1
64,56696,799,4,45260,0.7,6,0,home_improvement,rent,0
59,46906,782,4,34891,0.67,11,1,education,own,0
35,26035,599,14,14430,0.49,9,1,home_improvement,mortgage,0
24,33006,762,9,15999,0.64,7,0,business,mortgage,1
49,20000,627,7,24319,0.14,5,0,business,own,1
42,57467,530,25,21700,0.53,13,0,other,rent,0
45,45039,646,6,28633,0.77,14,0,other,mortgage,0
33,35835,711,11,20108,0.17,10,1,other,rent,0
38,58296,642,29,41889,0.61,11,0,other,mortgage,0
53,69099,655,24,25055,0.29,10,0,education,rent,1
36,112329,771,27,19642,0.66,9,0,home_improvement,mortgage,1
65,22202,688,10,4646,0.57,2,0,other,own,1
62,88984,612,12,14173,0.74,7,0,education,rent,1
64,84327,736,14,8025,0.58,9,0,medical,own,1
22,40522,695,16,13549,0.36,2,0,other,rent,1
55,65080,478,21,15853,0.06,13,0,home_improvement,rent,0
62,48559,714,21,42757,0.64,11,0,business,rent,0
54,64642,711,17,30952,0.36,10,0,debt_consolidation,mortgage,1
50,97728,681,26,12326,0.55,6,0,business,rent,1
33,75140,751,7,4463,0.13,9,1,home_improvement,mortgage,0
33,72715,626,5,28163,0.72,14,1,home_improvement,rent,0
38,49242,706,10,33600,0.38,3,0,home_improvement,mortgage,1
52,22898,554,28,48156,0.74,8,0,home_improvement,mortgage,0
52,54788,712,25,15075,0.58,14,0,other,mortgage,1
55,90165,836,8,29709,0.14,5,0,medical,rent,1
59,21820,600,25,44315,0.48,7,1,debt_consolidation,mortgage,0
49,33622,619,4,38709,0.73,13,0,other,rent,0
49,63156,623,6,17010,0.65,12,0,business,rent,0
64,35383,690,21,1897,0.36,3,0,medical,mortgage,1
36,40186,594,26,42012,0.77,8,0,education,rent,0
64,49410,713,14,1605,0.25,2,1,home_improvement,rent,1
30,25859,747,20,37445,0.33,13,0,business,rent,0
50,35646,722,21,38315,0.61,8,0,education,rent,1
45,77585,538,3,9652,0.22,2,0,debt_consolidation,rent,1
59,27315,759,18,33229,0.44,7,0,business,mortgage,1
40,20053,754,12,31530,0.6,2,0,medical,rent,1
25,44249,746,0,39024,0.53,7,0,other,mortgage,0
21,78298,709,0,21414,0.17,1,0,education,mortgage,1
50,55076,697,21,28903,0.52,6,1,business,own,0
23,48385,762,13,15730,0.48,10,0,other,mortgage,1
65,61108,833,8,38924,0.47,7,0,other,mortgage,1
34,20000,603,23,39541,0.67,4,0,other,own,0
50,72367,766,11,28898,0.19,11,0,medical,rent,1
24,69585,673,17,44654,0.61,11,1,home_improvement,mortgage,0
38,49767,669,8,16930,0.62,1,0,business,mortgage,1
57,85148,557,7,4518,0.59,12,1,other,mortgage,0
45,31812,657,29,31982,0.43,6,0,home_improvement,rent,1
21,88197,600,13,7775,0.35,4,1,other,own,0
35,63862,642,27,24990,0.35,3,0,education,own,1
29,51586,592,8,6378,0.6,4,0,education,mortgage,1
35,59503,644,19,47402,0.42,6,0,education,mortgage,1
44,57318,647,24,40441,0.3,5,0,home_improvement,own,1
24,90507,687,1,7444,0.52,2,0,home_improvement,mortgage,1
32,33083,550,28,15176,0.68,2,0,other,rent,1
57,40937,564,0,26060,0.1,3,0,medical,mortgage,1
57,85907,708,12,10379,0.78,11,1,business,rent,0
63,45111,616,24,37495,0.12,6,0,medical,mortgage,1
26,82513,765,9,47993,0.43,12,1,home_improvement,rent,0
59,102485,698,7,28568,0.47,14,0,business,rent,0
44,49955,728,6,23765,0.15,1,0,education,rent,1
31,77034,792,29,31802,0.74,11,0,medical,mortgage,1
33,31157,655,28,24196,0.4,7,1,medical,mortgage,0
54,78868,634,23,16468,0.16,8,0,medical,rent,1
45,64985,749,11,29849,0.58,7,0,home_improvement,mortgage,1
27,71825,720,16,38113,0.55,11,0,business,mortgage,1
24,43860,665,29,9174,0.77,3,0,education,mortgage,1
28,20000,791,24,46820,0.38,6,1,home_improvement,own,0
40,72581,663,11,20098,0.25,14,0,education,rent,1
49,20000,682,15,8046,0.09,4,0,debt_consolidation,rent,1
65,52066,681,9,5186,0.6,5,0,debt_consolidation,rent,1
